,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Churn
7663,7664,15652667,Hampton,590,France,Male,39,9,0.0,2,1,1,104730.52,0,0.008473992
7664,7665,15679622,Clayton,602,France,Male,35,8,0.0,1,1,1,22499.29,0,0.077610254
7665,7666,15730150,Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0,0.9064815
7666,7667,15813192,Chukwuemeka,494,France,Male,25,6,0.0,2,0,1,109988.09,0,0.0040377975
7667,7668,15606554,Douglas,797,France,Male,29,1,0.0,1,0,1,149991.32,0,0.014345646
7668,7669,15611794,Galloway,526,Germany,Male,61,6,133845.28,2,1,1,45180.8,0,0.04035309
7669,7670,15672357,Sochima,631,Spain,Male,38,7,0.0,2,1,0,181605.85,0,0.01418528
7670,7671,15711759,Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,0,0.070438415
7671,7672,15615296,Rice,405,France,Male,39,10,0.0,1,1,0,160810.85,1,0.38346153
7672,7673,15699294,Pope,555,France,Male,30,1,0.0,2,0,0,88146.86,0,1.390613e-05
7673,7674,15788634,Romani,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0,0.053480238
7674,7675,15660871,Ch'ang,665,France,Male,28,8,137300.23,1,1,0,90174.83,0,0.076257855
7675,7676,15618258,Chizuoke,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0,0.23118258
7676,7677,15722535,Ireland,457,France,Female,33,7,127837.54,1,0,1,60013.17,0,0.048029125
7677,7678,15711977,Finch,695,France,Male,36,4,161533.0,1,1,0,100940.91,0,0.21079952
7678,7679,15690169,Meng,645,France,Male,31,7,161171.7,2,1,0,12599.94,1,0.07425928
7679,7680,15790689,Hibbins,647,Spain,Male,32,9,80958.36,1,1,1,128590.73,0,0.024282634
7680,7681,15665181,Chung,808,Spain,Male,25,7,0.0,2,0,1,23180.37,0,0.0040789545
7681,7682,15633608,Black,641,France,Male,33,2,146193.6,2,1,1,55796.83,1,0.34137338
7682,7683,15805261,Balashov,700,Spain,Male,29,8,0.0,2,0,1,152097.02,0,0.005910367
7683,7684,15740356,Palmer,660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0,0.053912073
7684,7685,15808223,Lea,615,Spain,Male,41,1,126773.43,1,1,1,55551.26,0,0.019311577
7685,7686,15769980,Singleton,705,Germany,Female,40,3,92889.91,1,1,1,109496.69,0,0.38777307
7686,7687,15675450,Burt,718,France,Male,48,9,0.0,2,1,1,72105.63,0,0.014871299
7687,7688,15776494,Siciliano,754,France,Male,61,5,146622.35,1,1,1,41815.22,1,0.21350235
7688,7689,15592412,Sun,713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1,0.7081628
7689,7690,15777452,Sauve,587,France,Female,46,6,88820.29,1,0,0,70224.34,0,0.18014222
7690,7691,15692258,Thompson,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0,0.01522705
7691,7692,15791045,Boni,568,France,Female,38,3,132951.92,1,0,1,124486.28,0,0.16632524
7692,7693,15807889,Wood,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0,0.74203396
7693,7694,15602043,Buccho,770,Germany,Female,46,5,141788.63,2,0,0,164967.21,0,0.05816418
7694,7695,15807335,Spencer,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0,0.023385197
7695,7696,15629985,Eidson,723,Germany,Female,47,10,90450.0,2,0,0,103379.31,1,0.40628344
7696,7697,15679453,Hung,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1,0.394786
7697,7698,15637315,Melvin,601,Spain,Female,41,3,0.0,2,1,0,54342.83,0,0.090735584
7698,7699,15691513,Dawkins,592,France,Male,60,9,0.0,4,1,1,13614.01,1,0.99867666
7699,7700,15622289,Rizzo,605,Spain,Female,36,9,0.0,2,0,1,35521.63,0,0.025843382
7700,7701,15715184,Capon,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0,0.089258105
7701,7702,15702801,Ts'ao,677,France,Female,29,3,86616.35,1,0,0,91903.9,1,0.17163941
7702,7703,15719931,Johnstone,850,France,Male,31,8,0.0,2,1,0,178667.7,0,0.0098885
7703,7704,15806081,Fleming,608,Germany,Female,48,2,127924.25,2,1,0,32202.61,0,0.29807186
7704,7705,15796336,Chang,786,Spain,Female,34,9,0.0,2,1,0,117034.32,0,0.026853383
7705,7706,15647306,Gibbs,777,France,Female,29,9,131240.61,1,1,1,163746.09,1,0.07079697
7706,7707,15742369,Rita,667,Spain,Male,31,5,0.0,2,1,1,20346.69,0,0.008336604
7707,7708,15655859,Munro,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0,0.043359518
7708,7709,15675650,Duncan,486,France,Female,39,8,97819.36,1,0,1,120531.31,0,0.08235091
7709,7710,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0,0.0051561296
7710,7711,15754168,McIntosh,506,France,Female,40,3,0.0,1,1,1,144345.58,0,0.40741694
7711,7712,15763029,Ch'iu,612,Germany,Male,46,9,161450.03,1,1,1,96961.0,1,0.40657282
7712,7713,15765048,Watt,545,France,Male,30,3,0.0,2,1,0,170307.43,0,0.00016081333
7713,7714,15786215,Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0,0.34099215
7714,7715,15707559,Clark,682,France,Female,30,9,0.0,2,1,1,195104.91,0,0.019908458
7715,7716,15582129,Hsia,517,France,Male,62,1,43772.66,3,1,0,187756.24,1,1.0
7716,7717,15687540,Obiuto,684,France,Male,32,9,100249.41,2,0,1,67599.69,0,0.021232873
7717,7718,15787196,T'ien,692,Spain,Male,46,2,0.0,2,1,1,105983.09,0,0.0025681853
7718,7719,15670898,McKenzie,740,France,Female,60,5,108028.08,2,0,0,25980.42,1,0.87916994
7719,7720,15775433,Tang,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0,0.3197387
7720,7721,15700693,Tu,693,France,Male,68,2,0.0,2,1,1,59864.96,0,0.040081173
7721,7722,15677955,Tsui,757,Germany,Male,33,1,122088.67,1,1,0,42581.09,0,0.4374435
7722,7723,15570086,Lynch,684,Germany,Male,18,9,90544.0,1,0,1,4777.23,0,0.032963336
7723,7724,15794875,Hung,691,Spain,Male,35,6,0.0,2,0,1,178038.17,0,0.0064177513
7724,7725,15673591,Oluchukwu,842,France,Male,44,3,141252.18,4,0,1,128521.16,1,1.0
7725,7726,15631756,Tuan,482,France,Female,35,5,147813.05,2,0,0,109029.72,0,0.28223038
7726,7727,15757617,Lewis,735,France,Male,55,6,134140.68,1,1,0,2267.88,0,0.9285506
7727,7728,15612729,Chidiebere,681,France,Female,63,7,0.0,2,1,1,55054.48,0,0.006950021
7728,7729,15637857,Woolacott,616,France,Female,31,8,0.0,1,0,1,76456.17,0,0.15553904
7729,7730,15681007,Yen,850,France,Female,35,2,128548.49,4,1,0,75478.95,1,1.0
7730,7731,15593622,Service,635,France,Male,43,10,122198.21,2,0,1,179144.54,0,0.05766949
7731,7732,15629273,Lin,638,Germany,Male,42,8,145177.84,1,1,0,193471.74,1,0.49015313
7732,7733,15765846,Chuang,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0,0.111911476
7733,7734,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1,0.99999785
7734,7735,15722473,Faulkner,713,France,Male,41,3,0.0,2,1,0,55772.04,0,0.0041267276
7735,7736,15774936,Liang,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1,0.28937462
7736,7737,15685640,Dancy,649,France,Female,41,3,130931.83,1,1,1,144808.37,0,0.27142388
7737,7738,15566563,Duigan,777,France,Female,30,4,137851.31,1,1,0,5008.23,1,0.22342175
7738,7739,15768746,McLean,561,France,Male,33,6,0.0,2,0,0,173680.39,0,0.033932894
7739,7740,15689952,Zuyeva,724,Spain,Male,41,5,0.0,1,0,1,115753.94,0,0.14438528
7740,7741,15725906,Hankinson,665,Spain,Female,51,8,0.0,1,1,1,38928.48,1,0.41483048
7741,7742,15634501,Wei,441,France,Male,60,1,140614.15,1,0,1,174381.23,0,0.0010285378
7742,7743,15571940,Afamefula,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0,0.0827176
7743,7744,15741643,Chiang,777,Germany,Male,35,7,122917.69,1,1,1,76169.68,0,0.08800191
7744,7745,15806822,Myers,739,France,Female,36,0,0.0,2,0,0,133465.57,0,0.00038281083
7745,7746,15701166,Chinedum,660,France,Male,40,5,131754.11,2,1,1,38761.61,0,0.25075197
7746,7747,15718531,Ukaegbunam,554,France,Female,35,8,0.0,2,1,1,176779.46,0,0.022939414
7747,7748,15628308,Akubundu,850,France,Female,24,6,0.0,2,1,1,13159.9,0,0.025532812
7748,7749,15585287,Sal,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1,0.4701984
7749,7750,15781619,Stevenson,785,France,Female,38,1,0.0,1,1,0,134964.85,1,0.84054273
7750,7751,15805162,Sutherland,550,France,Male,25,0,0.0,2,1,1,184221.11,0,1.690121e-06
7751,7752,15588535,Ts'ao,750,Spain,Female,39,6,0.0,2,0,0,19264.33,0,0.06335136
7752,7753,15775307,Sung,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0,0.07748231
7753,7754,15777616,Pisani,605,Germany,Male,28,10,113690.83,1,1,0,33114.24,0,0.3811892
7754,7755,15692291,Hs?eh,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1,0.13295299
7755,7756,15680843,Sherrod,675,France,Male,34,8,0.0,2,1,1,184842.21,0,0.006867349
7756,7757,15606232,Holloway,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0,0.055734485
7757,7758,15641585,Newton,850,France,Male,40,6,97339.99,1,0,1,88815.25,0,0.046859443
7758,7759,15684358,Kang,711,France,Male,41,3,0.0,2,1,1,193747.57,0,0.0022692978
7759,7760,15806389,Walton,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1,0.8705204
7760,7761,15641860,Bradley,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1,0.1090506
7761,7762,15814237,Watkins,627,Germany,Male,30,3,128770.88,2,1,1,40199.01,0,0.012620181
7762,7763,15808780,Tien,850,France,Female,34,2,0.0,2,0,0,51919.04,0,0.045231014
7763,7764,15767064,Davide,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0,0.010275811
7764,7765,15751177,Milne,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1,0.5822052
7765,7766,15613427,Barling,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0,0.158993
7766,7767,15647259,Barnett,643,Spain,Male,35,2,0.0,2,0,0,67979.35,0,0.00031772256
7767,7768,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1,0.9832255
7768,7769,15726695,Hsia,601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0,0.029936016
7769,7770,15757473,Chukwujamuike,766,France,Female,27,7,158786.67,2,0,1,47579.25,0,0.050246805
7770,7771,15809509,Venables,699,France,Male,29,3,125689.29,1,1,1,151623.71,0,0.04093972
7771,7772,15715512,Hsia,850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0,0.0012027323
7772,7773,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,1,0.7344172
7773,7774,15679818,Yuan,636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1,0.68933237
7774,7775,15609928,Johnston,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0,0.11195937
7775,7776,15731246,Hobler,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0,0.011609435
7776,7777,15685243,Jamieson,736,France,Female,63,10,0.0,2,0,1,502.7,0,0.09644359
7777,7778,15638730,Macleod,711,France,Female,21,0,82844.33,2,0,1,1408.68,0,0.18418014
7778,7779,15697034,Norris,583,Spain,Female,22,2,0.0,2,0,1,5985.36,0,0.0059434474
7779,7780,15699225,Pirozzi,757,France,Male,46,0,0.0,2,1,0,37460.05,0,0.21589577
7780,7781,15677387,Folliero,749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0,0.23297417
7781,7782,15759184,Russell,705,France,Male,34,7,117715.84,1,1,0,2498.67,0,0.076912135
7782,7783,15595991,Hsiung,585,France,Male,54,8,87105.32,1,1,1,55346.14,0,0.111919135
7783,7784,15681332,Tate,437,France,Female,43,6,0.0,1,1,0,148330.97,1,0.8229209
7784,7785,15756299,Davis,741,France,Female,64,2,69311.16,1,1,1,59237.72,0,0.034531355
7785,7786,15750547,Bair,738,France,Male,26,9,0.0,2,1,1,48644.94,0,0.005250722
7786,7787,15566380,Drury,586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0,0.017248213
7787,7788,15675963,Padovano,627,France,Female,57,9,0.0,2,1,1,107712.42,0,0.0689497
7788,7789,15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,0.00029423833
7789,7790,15621466,Waters,606,Germany,Male,38,3,99897.53,1,0,0,37054.65,0,0.021451116
7790,7791,15607176,Kang,674,France,Male,22,3,0.0,1,1,1,173940.59,0,0.12637031
7791,7792,15570299,Martin,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0,0.3571941
7792,7793,15613197,Ugochukwutubelum,590,France,Male,40,8,0.0,2,1,0,62933.03,0,0.009923518
7793,7794,15798885,Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84,0,0.032889485
7794,7795,15714883,Genovese,508,France,Female,25,2,111395.53,1,0,1,48197.06,0,0.009456426
7795,7796,15604497,Beale,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0,0.5946337
7796,7797,15773949,Cherkasova,692,France,Female,36,3,0.0,2,1,1,8282.22,0,0.017348975
7797,7798,15774164,Coles,502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0,0.052173108
7798,7799,15774127,Potter,518,France,Male,46,3,0.0,2,1,0,76515.79,0,0.0035744011
7799,7800,15619016,McMinn,660,Germany,Male,46,5,109019.65,2,1,1,33680.56,0,0.26955903
7800,7801,15795759,Bergamaschi,698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1,0.9432615
7801,7802,15798844,Chijindum,678,France,Male,54,7,128914.97,1,0,0,191746.23,1,0.97397584
7802,7803,15717962,Ch'iu,773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0,0.070733756
7803,7804,15691504,Yusupova,619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0,0.93399405
7804,7805,15693893,Davis,684,Germany,Male,59,9,122471.09,1,0,1,15807.07,0,0.60438156
7805,7806,15672499,Iadanza,635,France,Male,34,3,134692.4,2,1,1,83773.02,0,0.117244184
7806,7807,15750410,Jordan,680,France,Female,25,4,123816.5,1,1,1,90162.35,0,0.085886955
7807,7808,15568904,Kruglova,608,Germany,Male,34,3,106288.54,1,1,1,36639.25,0,0.20585987
7808,7809,15649033,Echezonachukwu,603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1,0.926326
7809,7810,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1,0.7137076
7810,7811,15771059,Welch,756,Germany,Female,34,2,148200.72,1,0,0,194584.48,0,0.1858576
7811,7812,15687852,Vinogradoff,611,France,Male,30,2,104145.65,1,0,0,159629.64,0,0.006134093
7812,7813,15695280,Hung,532,Germany,Male,24,8,142755.25,1,0,0,34231.48,0,0.095204294
7813,7814,15592751,Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,1,0,69643.31,1,0.9944025
7814,7815,15598338,Mays,647,Germany,Female,33,3,168560.46,2,0,0,90270.16,0,0.07796696
7815,7816,15735784,Gardner,583,France,Male,38,8,0.0,1,1,0,47848.56,0,0.17235452
7816,7817,15629128,Mamelu,774,Germany,Male,42,2,132193.94,2,1,1,162865.52,0,0.006611377
7817,7818,15642870,Ross,677,France,Male,58,9,0.0,1,0,1,168650.4,0,0.70719385
7818,7819,15637977,Barese,542,Germany,Male,25,8,139330.1,1,0,0,54372.37,0,0.09547427
7819,7820,15600792,Swayne,613,Spain,Male,29,0,0.0,2,0,1,133897.32,0,2.166242e-06
7820,7821,15576131,Phillips,666,France,Male,40,5,0.0,2,1,0,147878.05,0,0.0071302652
7821,7822,15686588,Manfrin,777,France,Female,28,2,134571.5,1,0,1,118313.38,0,0.009716719
7822,7823,15761018,Tan,581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1,0.6608244
7823,7824,15616029,Adams,705,France,Male,32,7,0.0,2,1,0,7921.57,0,0.010678768
7824,7825,15761149,Teng,673,France,Female,44,8,133444.97,1,0,1,5708.19,0,0.07742584
7825,7826,15802758,Chinwendu,594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1,0.31347948
7826,7827,15647838,Davison,648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1,0.933504
7827,7828,15735968,Hsing,605,France,Male,41,10,0.0,2,0,1,97213.09,0,0.022451937
7828,7829,15581286,Castro,734,France,Female,40,9,176914.8,1,1,1,12799.23,0,0.11477217
7829,7830,15625445,Parkin,572,France,Female,36,8,68348.18,2,0,1,50400.32,0,0.040383965
7830,7831,15600173,Manna,595,France,Female,33,9,0.0,2,1,1,41447.86,0,0.019020915
7831,7832,15635143,Fennescey,749,France,Male,42,2,56726.83,2,0,1,185543.35,0,0.0012466908
7832,7833,15664849,Colon,573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1,0.3296967
7833,7834,15762455,Yeh,624,Spain,Male,33,6,66220.17,1,0,1,170819.01,0,0.035793096
7834,7835,15797165,Bergamaschi,703,France,Male,56,9,0.0,1,0,0,85547.33,1,0.91842544
7835,7836,15788189,Matveyeva,665,France,Female,41,8,96147.55,1,1,0,137037.97,0,0.33430052
7836,7837,15780492,Ignatyeva,648,France,Male,42,4,0.0,2,1,0,19283.14,0,0.0063159764
7837,7838,15678497,Lederer,850,Spain,Male,48,2,0.0,1,1,0,169425.3,1,0.93489873
7838,7839,15588560,Nwabugwu,569,Germany,Female,32,8,145330.43,1,1,1,132038.65,0,0.22956344
7839,7840,15606003,Abramowitz,566,France,Female,21,3,0.0,2,1,1,3626.47,0,0.011147141
7840,7841,15611756,Chapman,537,Germany,Female,47,4,124192.28,2,1,1,50881.51,0,0.6733438
7841,7842,15789563,Fiorentino,706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1,0.63403136
7842,7843,15702416,Cecil,734,France,Male,43,7,107805.67,1,0,0,182505.68,0,0.15967679
7843,7844,15766288,Ikechukwu,586,Germany,Female,36,5,103700.69,1,1,0,194072.56,1,0.30220652
7844,7845,15667633,Allen,612,France,Female,38,1,0.0,2,1,1,9209.21,0,0.10563928
7845,7846,15622774,Kao,648,France,Male,34,0,0.0,1,1,1,167931.81,0,0.005106598
7846,7847,15755416,Hart,557,France,Female,27,3,87739.08,1,1,1,123096.56,0,0.08536035
7847,7848,15769915,Charlton,643,Spain,Female,20,0,133313.34,1,1,1,3965.69,0,0.0033596158
7848,7849,15643908,Turnbull,433,France,Female,49,10,0.0,1,1,1,87711.61,0,0.4260723
7849,7850,15627395,Manners,643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0,0.24535707
7850,7851,15679663,Chiazagomekpere,488,France,Female,36,0,0.0,2,1,0,136675.22,0,0.004378587
7851,7852,15651581,Lavrentyev,758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1,0.98136914
7852,7853,15596379,Wallace,743,Germany,Male,39,3,119695.75,1,0,1,26136.13,0,0.06375551
7853,7854,15746674,Miller,730,France,Female,47,7,0.0,1,1,0,33373.26,1,0.7747966
7854,7855,15801256,Bazhenov,746,Spain,Male,49,7,0.0,2,0,1,10096.25,0,0.01452741
7855,7856,15663808,Ifesinachi,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0,0.16777334
7856,7857,15598521,Ma,580,Germany,Female,33,7,131647.01,2,0,0,79775.19,0,0.03518516
7857,7858,15621457,Chu,850,France,Male,27,6,96654.72,2,0,0,152740.16,0,0.08143094
7858,7859,15764726,Kerr,563,France,Male,22,3,137583.04,1,0,1,5791.85,0,0.007997215
7859,7860,15646374,Wynne,766,Germany,Female,28,3,62717.84,2,1,1,13182.43,0,0.043768644
7860,7861,15716501,Moon,659,France,Male,32,9,95377.13,1,0,1,187551.24,0,0.033325464
7861,7862,15589948,Disher,607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0,0.009202838
7862,7863,15811343,Cattaneo,644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0,0.20052102
7863,7864,15659677,Beluchi,746,France,Male,47,8,142382.03,1,1,1,62086.62,0,0.10433796
7864,7865,15594436,Mazzi,588,Spain,Male,33,2,0.0,2,1,1,12483.56,0,0.0037450194
7865,7866,15748995,Ifeajuna,691,Spain,Male,30,9,0.0,2,0,1,10963.04,0,0.0047445893
7866,7867,15677062,Howe,666,France,Female,38,6,127043.09,1,1,1,8247.0,0,0.09619388
7867,7868,15697201,Yocum,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0,0.21520308
7868,7869,15666453,Moore,611,Germany,Female,29,4,78885.88,2,1,1,26927.69,0,0.13418871
7869,7870,15693771,Y?an,651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1,0.51089597
7870,7871,15569867,Chinweuba,529,France,Female,29,8,0.0,2,1,0,19842.11,0,0.02188018
7871,7872,15711602,Lowrie,676,France,Female,36,3,91711.59,1,1,1,95393.43,0,0.05981499
7872,7873,15717736,Shen,639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0,0.16354388
7873,7874,15750441,Lavarack,782,France,Male,36,5,81210.72,2,0,1,108003.38,0,0.05274871
7874,7875,15732791,Davide,641,Germany,Male,32,5,122947.92,1,1,1,99154.86,0,0.10788369
7875,7876,15775104,Gomes,697,France,Female,38,1,182065.85,1,1,0,49503.5,0,0.24193665
7876,7877,15757607,Matveyeva,623,France,Male,45,0,0.0,1,1,0,196533.72,1,0.99598694
7877,7878,15793070,Fiorentino,494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1,0.9537369
7878,7879,15760456,Eberechukwu,731,France,Female,38,10,123711.73,2,1,0,171340.68,1,0.12989023
7879,7880,15665385,Gibney,657,France,Male,44,6,76495.04,1,1,0,79071.89,0,0.115792185
7880,7881,15612418,Virgo,744,France,Female,38,9,0.0,2,0,0,20940.76,0,0.04269418
7881,7882,15727138,Kulikova,774,Spain,Male,46,9,0.0,2,1,1,34774.26,0,0.013937801
7882,7883,15732061,Liu,850,Germany,Female,45,1,121874.89,1,0,0,6865.41,1,0.99883235
7883,7884,15776051,Kao,551,France,Female,45,6,0.0,2,1,1,51143.43,0,0.02733618
7884,7885,15616530,Foran,638,France,Male,36,6,188455.19,1,0,0,47031.4,1,0.40042892
7885,7886,15632344,Jones,792,France,Female,42,0,99045.93,2,1,0,47160.01,0,0.55846137
7886,7887,15744979,Fowler,666,France,Female,36,8,0.0,1,0,1,158666.99,0,0.2440685
7887,7888,15745433,Conti,716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0,0.15233651
7888,7889,15683657,Stephenson,594,France,Female,31,0,79340.95,1,1,0,78255.86,0,0.017252684
7889,7890,15718572,Willis,600,Germany,Male,57,9,138456.03,2,1,1,103548.25,0,0.0156205
7890,7891,15665783,Ts'ui,565,France,Male,49,7,0.0,2,1,1,89609.26,0,0.017788619
7891,7892,15652782,Chibuzo,678,Germany,Male,48,2,101099.9,2,0,1,193476.04,0,0.005528033
7892,7893,15707025,Fang,648,Spain,Female,31,5,0.0,2,1,1,5199.02,0,0.038941562
7893,7894,15647807,Wyckoff,642,France,Male,40,8,109219.83,1,1,0,52827.51,0,0.08266652
7894,7895,15718281,Muir,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1,0.8774598
7895,7896,15660571,Halpern,668,Spain,Male,43,10,113034.31,1,1,1,100423.88,0,0.03258133
7896,7897,15727857,Flynn,635,Spain,Male,41,1,0.0,2,1,0,175611.5,0,0.012925476
7897,7898,15639252,Shao,603,Spain,Male,30,6,129548.5,2,1,1,19282.85,0,0.039348602
7898,7899,15628144,Soares,635,France,Female,72,4,74812.84,1,0,1,27448.33,0,0.0062292516
7899,7900,15683560,Gallo,642,France,Female,40,7,0.0,2,1,0,183963.34,0,0.073037475
7900,7901,15653275,Lei,785,Spain,Female,54,1,0.0,2,1,0,45113.92,1,0.990505
7901,7902,15622182,Daniels,628,Germany,Female,28,3,153538.13,2,1,0,110776.01,0,0.1891461
7902,7903,15613962,Kenechi,499,France,Female,38,9,0.0,2,0,1,183042.2,0,0.075653404
7903,7904,15618437,Singleton,567,Spain,Male,34,10,0.0,2,0,1,161571.79,0,0.0053732097
7904,7905,15783338,Williams,449,Spain,Male,32,0,155619.36,1,1,1,166692.03,0,0.16502148
7905,7906,15764491,Greece,701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0,0.014194101
7906,7907,15712960,Olisanugo,613,Spain,Male,37,3,171653.17,1,0,1,5353.12,0,0.046928793
7907,7908,15688157,Padovano,683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0,0.020386308
7908,7909,15579287,Rossi,581,France,Male,35,4,0.0,2,0,1,86383.82,0,0.001501739
7909,7910,15570931,Grant,620,France,Male,61,5,0.0,1,0,0,31641.52,1,0.99850553
7910,7911,15615177,Ebelegbulam,561,Spain,Male,28,6,123692.0,1,1,1,70548.96,0,0.041548938
7911,7912,15809906,Mitchell,558,Germany,Male,26,1,148853.29,2,1,1,24411.02,0,0.007124275
7912,7913,15652169,Buckley,642,France,Male,35,2,133161.95,1,0,1,122254.86,0,0.028359056
7913,7914,15649450,Repina,805,Germany,Male,24,6,143221.35,2,1,0,186035.72,0,0.054935813
7914,7915,15777179,Ellis,687,France,Male,35,9,0.0,2,0,1,73133.82,0,0.009775281
7915,7916,15803538,Douglas,695,Spain,Male,56,1,0.0,3,1,0,187734.49,1,1.0
7916,7917,15610936,Becher,562,France,Male,33,6,0.0,2,1,0,111590.35,0,0.010787576
7917,7918,15590094,Nwachukwu,613,Germany,Male,38,9,126265.88,2,0,0,15859.95,0,0.029892087
7918,7919,15572706,Smith,589,France,Male,37,5,0.0,1,1,0,61324.87,0,0.225905
7919,7920,15634564,Aksyonov,593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0,0.022394925
7920,7921,15684296,Artyomova,714,France,Male,34,5,141173.03,1,0,1,98896.06,0,0.037006885
7921,7922,15702293,Medvedeva,588,Spain,Female,35,7,0.0,2,1,1,108739.15,0,0.018738389
7922,7923,15642099,Tsui,679,Spain,Male,39,6,0.0,2,1,0,12266.06,0,0.023595482
7923,7924,15773273,Runyon,730,Spain,Male,38,5,118866.36,1,1,1,163317.5,0,0.06480104
7924,7925,15613337,Gallo,833,France,Male,47,2,0.0,2,1,1,182247.77,0,0.00276801
7925,7926,15800482,Bradshaw,586,Spain,Female,33,7,0.0,2,1,1,168261.4,0,0.0128290355
7926,7927,15732644,Evans,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1,0.98636615
7927,7928,15713426,Hancock,637,Germany,Male,30,1,122185.53,1,1,0,102566.46,1,0.35241848
7928,7929,15640789,Butler,711,France,Male,38,4,123345.85,1,1,0,141827.83,0,0.19548911
7929,7930,15598892,Bradshaw,828,France,Male,30,4,73070.18,2,0,0,161671.15,0,0.025700927
7930,7931,15606436,Bergamaschi,500,Spain,Male,38,7,0.0,2,0,0,192013.23,0,0.032331795
7931,7932,15751227,Ebelegbulam,807,France,Male,47,1,95120.59,1,0,0,127875.1,0,0.060203373
7932,7933,15812365,Greco,850,France,Male,40,8,102800.65,1,1,0,60811.56,0,0.079019815
7933,7934,15616088,Lucas,782,France,Female,70,7,97072.42,1,0,1,131177.22,0,0.01706633
7934,7935,15803886,Barber,629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0,0.038993806
